ID_sample	PCD_Subtype
ipiPD1_2_PRE	PCD-FA
ipiPD1_20_PRE	PCD-PN
ipiPD1_21_PRE	PCD-P
ipiPD1_23_PRE	PCD-FA
ipiPD1_24_PRE	PCD-PN
ipiPD1_25_PRE	PCD-PN
ipiPD1_26_PRE	PCD-PN
ipiPD1_27_EDT	PCD-P
ipiPD1_27_PRE	PCD-P
ipiPD1_32_PRE	PCD-P
ipiPD1_33_EDT	PCD-P
ipiPD1_33_PRE	PCD-NF
ipiPD1_34_PRE	PCD-FA
ipiPD1_35_EDT	PCD-NF
ipiPD1_35_PRE	PCD-NF
ipiPD1_36_EDT	PCD-P
ipiPD1_36_PRE	PCD-P
ipiPD1_37_PRE	PCD-P
ipiPD1_38_PRE	PCD-A
ipiPD1_4_EDT	PCD-FA
ipiPD1_44_PRE	PCD-A
ipiPD1_45_PRE	PCD-FA
ipiPD1_46_PRE	PCD-PN
ipiPD1_47_PRE	PCD-NF
ipiPD1_49_PRE	PCD-NF
ipiPD1_50_PRE	PCD-A
ipiPD1_6_PRE	PCD-FA
ipiPD1_7_PRE	PCD-FA
ipiPD1_8_PRE	PCD-NF
ipiPD1_9_EDT	PCD-FA
ERR2497987	PCD-FA
ERR2497988	PCD-PN
ERR2497989	PCD-A
ERR2497990	PCD-NF
ERR2497991	PCD-NF
ERR2497992	PCD-P
ERR2497993	PCD-FA
ERR2497994	PCD-P
ERR2497995	PCD-A
ERR2498000	PCD-NF
ERR2497996	PCD-FA
ERR2497997	PCD-A
ERR2497998	PCD-NF
ERR2497999	PCD-A
ERR2498033	PCD-P
ERR2498001	PCD-NF
ERR2498002	PCD-A
ERR2498003	PCD-A
ERR2498004	PCD-NF
ERR2498005	PCD-PN
ERR2498006	PCD-A
ERR2498007	PCD-A
ERR2498008	PCD-PN
ERR2498009	PCD-FA
ERR2498010	PCD-NF
ERR2498011	PCD-P
ERR2498012	PCD-NF
ERR2498013	PCD-PN
ERR2498014	PCD-PN
ERR2498015	PCD-NF
ERR2498016	PCD-A
ERR2498019	PCD-PN
ERR2498023	PCD-NF
ERR2498018	PCD-PN
ERR2498020	PCD-A
ERR2498021	PCD-P
ERR2498025	PCD-FA
ERR2498024	PCD-FA
ERR2498027	PCD-FA
ERR2498028	PCD-P
ERR2498026	PCD-FA
ERR2498029	PCD-A
ERR2498030	PCD-FA
ERR2498031	PCD-FA
ERR2498032	PCD-A
SRR8281244	PCD-PN
SRR8281245	PCD-P
SRR8281242	PCD-FA
SRR8281243	PCD-P
SRR8281251	PCD-PN
SRR8281238	PCD-A
SRR8281250	PCD-NF
SRR8281239	PCD-PN
SRR8281240	PCD-PN
SRR8281241	PCD-PN
SRR8281222	PCD-NF
SRR8281224	PCD-PN
SRR8281225	PCD-NF
SRR8281218	PCD-PN
SRR8281219	PCD-FA
SRR8281221	PCD-A
SRR8281220	PCD-A
SRR8281223	PCD-FA
SRR8281229	PCD-PN
SRR8281249	PCD-FA
SRR8281228	PCD-A
SRR8281231	PCD-FA
SRR8281234	PCD-P
SRR8281237	PCD-NF
SRR8281226	PCD-P
SRR8281227	PCD-PN
SRR8281236	PCD-NF
SRR8281247	PCD-FA
SRR8281248	PCD-NF
SRR8281230	PCD-PN
SRR8281233	PCD-PN
SRR8281232	PCD-A
SRR8281235	PCD-NF
SRR8281246	PCD-FA
190511-10F	PCD-PN
190511-11F	PCD-FA
190511-12F	PCD-NF
190511-13F	PCD-PN
190511-17F	PCD-FA
190511-18F	PCD-A
190511-25F	PCD-FA
190511-30F	PCD-PN
190511-31F	PCD-FA
190511-32F	PCD-NF
190511-33F	PCD-NF
190511-35F	PCD-A
190511-36F	PCD-NF
190511-38F	PCD-A
190511-39F	PCD-A
190511-41F	PCD-NF
190511-44F	PCD-PN
190511-45F	PCD-NF
190511-46F	PCD-P
190511-47F	PCD-NF
190511-48F	PCD-NF
190511-4F	PCD-PN
190511-52F	PCD-NF
190511-53F	PCD-NF
190511-55F	PCD-PN
190511-56F	PCD-NF
190511-59F	PCD-A
190511-60F	PCD-NF
190511-63F	PCD-P
190511-64F	PCD-FA
190511-65F	PCD-P
190511-66F	PCD-P
190511-67F	PCD-A
190511-68F	PCD-A
190511-69F	PCD-FA
190511-70F	PCD-FA
190511-72F	PCD-PN
190511-73F	PCD-NF
190511-74F	PCD-FA
190511-75F	PCD-FA
190511-76F	PCD-FA
190511-77F	PCD-P
190511-78F	PCD-FA
190511-79F	PCD-P
190511-7F	PCD-FA
190511-80F	PCD-P
190511-81F	PCD-NF
190511-82F	PCD-NF
190511-83F	PCD-PN
190511-84F	PCD-PN
190511-85F	PCD-P
190511-86F	PCD-PN
190511-87F	PCD-FA
190511-8F	PCD-A
190511-9F	PCD-A
BK00506TS04	PCD-FA
BK02648BL01-3	PCD-A
BK02618BL01-5	PCD-P
K02145FP01-2	PCD-PN
BK02594BL01-9	PCD-NF
BK01178BL01-8	PCD-PN
BK02608BL01-8	PCD-FA
BK00309BL01-8	PCD-NF
11217-051_1_1-2	PCD-PN
11217-052_1_1-11	PCD-PN
BK00540BL01-3	PCD-FA
PS-19-00036411-A-26	PCD-PN
A222BO400-001	PCD-A
BK00090BL02-5	PCD-PN
BK00485BL01-7	PCD-PN
BK00374BL01-10	PCD-PN
BK02586TS09	PCD-A
BK02587TS10	PCD-A
BK02592BL01-4	PCD-FA
A799BS693-001	PCD-A
BK00496TS11	PCD-FA
BK00529BL01-11	PCD-A
K02142FP01_SSL_A05	PCD-FA
BK00275BL01-3	PCD-P
A463BM739-001	PCD-A
BK02579SL09	PCD-A
A982BR646-001	PCD-FA
A686BN846-001	PCD-A
A463BM452-001	PCD-A
BK00397TS01	PCD-PN
BK00517BL01_SL09	PCD-FA
BK02565TS11	PCD-P
BK00463BL01-3	PCD-FA
BK12442SL03	PCD-FA
BK00595TS01	PCD-FA
BK00177TS04	PCD-FA
BK00605TS01	PCD-A
BK02560TS05	PCD-PN
BK02574TS04	PCD-PN
BK02571TS06	PCD-PN
BK02564TS03	PCD-PN
BK00451BL02_SL11	PCD-FA
BK00452BL01-6	PCD-PN
BK01185BL01-4	PCD-FA
BK00419BL01-4	PCD-FA
BK00418BL01-7	PCD-FA
BK01180BL01-6	PCD-FA
A464BM238-001	PCD-A
BK02583BL01-6	PCD-FA
K00885FP02_SL02	PCD-PN
BK00385TS01	PCD-NF
BK00430TS10	PCD-NF
BK00364TS11	PCD-FA
BK02615BL01-2	PCD-P
BK01184BL01-8	PCD-FA
BK02610TS05	PCD-PN
K00882FP02_SL10	PCD-PN
A839BQ243-001	PCD-P
BK00286BL01-8	PCD-NF
BK00078BL01-4	PCD-A
BK02625BL01-1	PCD-P
BK02630BL01-11	PCD-NF
A135BS779-001	PCD-A
