ID_sample	PCD_Subtype
9cf77477-96bc-4bf7-a651-3b9f71e6b5ba	PCD-FA
54aa8554-f395-4141-bf30-68880004ce94	PCD-A
1e73f17f-ea14-406f-90fa-c6332761d378	PCD-P
b71e6d8f-332b-437f-812f-c813c6131f8b	PCD-A
2bdc2690-67ff-4c2c-b9df-5ebd5e75ed2a	PCD-A
28853994-8f46-4215-ba2b-406839b58af4	PCD-A
d4d7019b-9786-45a1-89fd-ccb4005dce06	PCD-A
69e3153e-c277-48af-ac94-88458b0849a2	PCD-A
507cc6b0-9e00-4e33-a222-2175b5ec1d15	PCD-P
4783b5d3-ba02-413d-9f2c-71af0b74aab5	PCD-A
3af3fd57-fbb6-4521-abac-d47b169a3553	PCD-A
93cc0ce3-314a-47f7-8969-27db9b696b3c	PCD-A
8fa891af-2ab9-4e1a-9c68-34d2f5ad231f__e530dbf3-740e-4175-8997-52d6561db603	PCD-PN
238707f3-1bdd-4ff7-8e52-6a639e025c18	PCD-A
6910e6dc-4245-49d3-a8f2-5d0ceb2a2883	PCD-FA
e7c40e1c-44ab-46cb-8440-458f815f7244	PCD-NF
dea659ae-bc02-4c94-95a3-67a774f1350a	PCD-PN
490b5b9f-206a-4d77-a207-0ec3bf40dbf8	PCD-FA
327f8f97-72b9-4c71-9132-983c5eb7c2d5	PCD-A
4494525a-d608-4d4b-90e1-260c718bd177	PCD-PN
4c127d85-ec39-45fb-b2ec-0b1c02469de1	PCD-FA
2df940ac-f993-4449-8663-3156495ed21e	PCD-PN
1b7e9a00-3f36-40bf-acfc-12b9d31fc55d	PCD-FA
73786677-c014-47c4-b7cb-2e65c9a82c7e	PCD-NF
f1e7d41b-802b-47f1-8cef-a17cd4817d37	PCD-P
fd1f030b-2bd5-447b-bb55-e62e5cace785	PCD-A
817c98fc-2d57-4cdb-9494-42b1569dc2d3	PCD-NF
d7ecc946-7366-48cf-9cbf-0c79efdf0f74	PCD-P
f7dff1bd-6d4f-4c2c-8e51-964c07ca3976	PCD-NF
04df4034-7328-4b49-ab3c-33366a4d2ff4	PCD-NF
47ec3835-2848-46a4-9e33-5fdbbe173254	PCD-P
87a7d6be-ef5b-4c72-9a2e-8a7e774950c0	PCD-NF
6b17998b-8892-4bfa-a979-5b1f52acda64	PCD-A
30a3c97b-47fe-4cac-833f-73724bb8abf3	PCD-FA
453773a4-7691-4e50-afd7-67c75c7b286c	PCD-A
3cbd3136-1ece-4b79-9890-b12af4148737	PCD-NF
8f990953-b481-4620-815f-99557a6d1d83	PCD-PN
74e893ec-8896-4753-b449-f46a392c5268__b8740c50-fc20-4b62-89ad-950609cd08b0	PCD-P
3b962857-122f-4a02-9f27-5e0be10ef736__c88b30bc-2227-4bb7-afae-52a58c8630d9	PCD-FA
1f58fee8-9676-425d-9255-d2a41b5be605	PCD-PN
9275e848-7ab4-48a1-9dee-2562ddbdce3a	PCD-P
ccbd2b27-cd6e-4457-91e8-2c6e7e166502	PCD-PN
5dd73d79-645a-4eab-b0bf-ec4e3e47cd9d	PCD-PN
c4f7fe7a-7ddc-4733-8ed6-3124990adbf6	PCD-PN
a6ca41bc-6ba5-4b25-b66d-167ec7356570__f05fe413-a3b8-45c5-b27f-6d7b2ccab32f	PCD-PN
6bd50d1c-4b3d-4998-8f1c-57bbd3ff5ea0	PCD-PN
9628a583-0249-4de5-a6ca-ac4b66554497__b99d8797-af34-45af-8372-08d764588068__ed59ef20-da15-437c-bf87-3e0c244390d2	PCD-FA
28b03881-310f-4f05-9a2c-543ca8e1c54e	PCD-A
e2e50097-4d54-46cc-99da-a7996b0803c4	PCD-NF
2b17c912-7034-4a06-8688-1f262d4b2f23	PCD-FA
ea726162-4209-46b6-ba6c-ed27975b0702	PCD-PN
f05f2138-a92d-447b-98bd-0805b8ae1211	PCD-P
466bfa7f-1353-4db7-9de1-337cc1aa41bb	PCD-A
1597ed35-e521-45f0-9451-7e8ee85d8ac7__3e9e3fbf-ebe7-4577-82e0-92bd72162532	PCD-PN
cab22c50-fcd7-410e-8056-55499be518a4	PCD-P
cb6b2cc0-d840-4968-837c-b3b833adfc52	PCD-PN
da8993a8-d120-43a6-9a93-65aced75ed19	PCD-PN
907d39d0-7e81-4d83-88dc-26cce0e7a0a1	PCD-PN
586182ef-8d58-44ae-8188-79356625d61c	PCD-P
2c94dd1b-01b5-45c8-9f05-9dc35f4796c1	PCD-P
